tra_type,nst07,unit,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
TOTAL,GT15,MIO_TKM,FR	9987 	9010 	8044 	8224 	7377 	5155 	4222 	3867 	3883 	5027 	4850 	5311 	5630 	6208 	: 
TOTAL,GT15,MIO_TKM,HR	63 	44 	37 	70 	55 	53 	48 	45 	37 	39 	41 	33 	17 	25 	40 
TOTAL,GT15,MIO_TKM,HU	309 	459 	312 	272 	321 	279 	440 	433 	275 	314 	147 	217 	248 	245 	214 
TOTAL,GT15,MIO_TKM,IE	57 	96 	95 	86 	88 	69 	55 	16 	18 	5 	12 	10 	10 	9 	13 
TOTAL,GT15,MIO_TKM,IT	2856 	2256 	2403 	3855 	2478 	1544 	906 	950 	1167 	1188 	917 	598 	1093 	840 	1301 
TOTAL,GT15,MIO_TKM,LT	581 	250 	256 	186 	212 	175 	68 	62 	81 	54 	32 	43 	29 	18 	22 
TOTAL,GT15,MIO_TKM,LU	15 	34 	16 	23 	20 	38 	9 	23 	57 	40 	31 	18 	0 	1 	12 
TOTAL,GT15,MIO_TKM,LV	147 	190 	190 	138 	160 	80 	30 	26 	30 	26 	28 	9 	6 	6 	6 
TOTAL,GT15,MIO_TKM,MK	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT15,MIO_TKM,NL	483 	473 	389 	335 	282 	223 	301 	257 	244 	217 	634 	117 	98 	: 	: 
TOTAL,GT15,MIO_TKM,NO	279 	384 	432 	354 	311 	302 	312 	462 	212 	204 	307 	408 	248 	200 	384 
TOTAL,GT15,MIO_TKM,PL	7981 	7541 	6511 	6267 	4273 	4650 	4242 	3489 	3477 	3371 	2406 	1969 	2121 	2031 	1324 
TOTAL,GT15,MIO_TKM,PT	335 	211 	79 	114 	230 	278 	216 	209 	246 	210 	55 	131 	99 	68 	52 
TOTAL,GT15,MIO_TKM,RO	821 	578 	403 	496 	564 	436 	478 	207 	191 	259 	88 	72 	133 	79 	215 
TOTAL,GT15,MIO_TKM,SE	1131 	783 	556 	1191 	1112 	1106 	1121 	1084 	1056 	838 	963 	528 	559 	464 	675 
TOTAL,GT15,MIO_TKM,SI	66 	62 	71 	39 	60 	37 	51 	48 	47 	34 	54 	34 	41 	50 	48 
TOTAL,GT15,MIO_TKM,SK	400 	275 	278 	274 	350 	275 	119 	160 	120 	159 	227 	140 	159 	308 	156 
TOTAL,GT15,MIO_TKM,UK	: 	: 	: 	6447 	8739 	5455 	5839 	4218 	3500 	2943 	3880 	5317 	4042 	3244 	3962 
TOTAL,GT15,THS_T,AT	2505 	2419 	1563 	1319 	2007 	1270 	1049 	1530 	970 	1395 	1221 	768 	1065 	1011 	1031 
TOTAL,GT15,THS_T,BE	13175 	4187 	1213 	948 	820 	1006 	650 	971 	4 	14 	5 	7 	11 	39 	14 
TOTAL,GT15,THS_T,BG	362 	1194 	535 	900 	1153 	2251 	1573 	1288 	1774 	2607 	628 	791 	228 	406 	221 
TOTAL,GT15,THS_T,CH	2347 	2839 	2073 	4753 	2004 	2326 	2292 	2692 	2651 	2687 	2007 	2808 	2649 	4306 	2255 
TOTAL,GT15,THS_T,CY	18 	7 	9 	: 	15 	5 	1 	2 	1 	1 	9 	2 	1 	: 	161 
TOTAL,GT15,THS_T,CZ	9142 	10999 	10897 	7651 	7276 	5442 	5568 	5084 	4376 	4478 	4909 	4497 	5198 	3473 	4865 
TOTAL,GT15,THS_T,DE	76040 	74596 	64797 	59259 	59402 	56018 	51541 	49981 	43783 	41736 	37686 	37904 	31354 	: 	: 
TOTAL,GT15,THS_T,DK	1038 	1496 	1451 	1405 	1297 	1196 	1907 	1531 	1337 	1517 	1257 	1435 	1861 	2569 	1838 
TOTAL,GT15,THS_T,EE	432 	593 	319 	521 	360 	521 	400 	189 	193 	147 	138 	64 	223 	23 	87 
TOTAL,GT15,THS_T,EL	657 	767 	1166 	2373 	4449 	462 	956 	1047 	195 	967 	1203 	1187 	682 	946 	546 
TOTAL,GT15,THS_T,ES	64214 	65016 	47115 	49205 	42848 	39978 	39542 	36598 	33874 	33561 	32815 	36280 	35765 	31577 	45133 
TOTAL,GT15,THS_T,EU27_2020	287782 	269777 	230168 	225615 	206695 	183187 	169211 	158542 	144480 	148277 	145393 	141398 	139813 	105261 	90678 
TOTAL,GT15,THS_T,FI	2341 	1394 	2361 	1484 	2659 	2649 	1865 	1403 	1244 	3010 	2176 	2928 	1689 	2721 	2218 
TOTAL,GT15,THS_T,FR	50468 	45902 	42966 	43413 	37963 	26839 	23493 	21439 	23418 	26305 	29905 	32011 	33136 	35049 	: 
TOTAL,GT15,THS_T,HR	323 	219 	202 	296 	321 	278 	240 	222 	172 	160 	192 	153 	81 	70 	185 
TOTAL,GT15,THS_T,HU	1664 	2643 	1897 	1967 	2218 	1636 	2636 	2727 	1842 	2156 	1082 	1585 	1628 	1885 	1629 
TOTAL,GT15,THS_T,IE	853 	1219 	960 	774 	1038 	780 	490 	139 	108 	43 	129 	51 	65 	189 	166 
TOTAL,GT15,THS_T,IT	14222 	8945 	12060 	15613 	9018 	6782 	3626 	4015 	5092 	6913 	4356 	4677 	8843 	9721 	16390 
TOTAL,GT15,THS_T,LT	1255 	629 	639 	443 	493 	593 	256 	230 	320 	194 	185 	192 	108 	106 	104 
TOTAL,GT15,THS_T,LU	89 	169 	90 	88 	73 	151 	36 	102 	218 	207 	160 	93 	1 	4 	78 
TOTAL,GT15,THS_T,LV	343 	537 	643 	432 	221 	83 	199 	60 	273 	77 	63 	39 	69 	38 	48 
TOTAL,GT15,THS_T,MK	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT15,THS_T,NL	6513 	6044 	4643 	3959 	3902 	2950 	3320 	3174 	2996 	2224 	8589 	1022 	792 	: 	: 
TOTAL,GT15,THS_T,NO	2708 	2646 	7577 	2838 	1891 	1939 	1865 	2929 	1661 	2053 	2491 	4046 	2774 	1604 	2954 
TOTAL,GT15,THS_T,PL	27450 	27074 	25539 	20680 	16568 	19829 	16743 	15342 	14022 	12909 	10801 	9248 	10308 	8978 	5969 
TOTAL,GT15,THS_T,PT	1242 	1850 	1366 	1807 	1254 	1244 	1116 	969 	1027 	841 	650 	884 	1210 	427 	185 
TOTAL,GT15,THS_T,RO	2136 	2001 	1186 	1366 	1487 	1226 	992 	504 	612 	462 	293 	235 	283 	339 	3855 
TOTAL,GT15,THS_T,SE	8501 	7154 	4237 	7087 	7224 	7720 	9365 	8668 	4895 	4817 	5110 	3957 	3709 	3405 	4575 
TOTAL,GT15,THS_T,SI	723 	904 	761 	451 	538 	321 	414 	343 	407 	300 	488 	337 	379 	456 	296 
TOTAL,GT15,THS_T,SK	2076 	1815 	1554 	2175 	2093 	1957 	1237 	986 	1327 	1237 	1343 	1049 	1125 	1830 	1082 
TOTAL,GT15,THS_T,UK	: 	: 	: 	40652 	47356 	35900 	41910 	28201 	23438 	23098 	28908 	34386 	32699 	23372 	30809 
TOTAL,GT16,MIO_TKM,AT	584 	534 	293 	1081 	1044 	1109 	1115 	1087 	1016 	967 	1109 	1242 	1289 	1050 	1421 
TOTAL,GT16,MIO_TKM,BE	869 	820 	768 	588 	942 	677 	675 	632 	480 	477 	442 	435 	426 	483 	569 
TOTAL,GT16,MIO_TKM,BG	399 	600 	517 	317 	360 	881 	926 	469 	517 	757 	697 	536 	561 	316 	256 
TOTAL,GT16,MIO_TKM,CH	549 	476 	512 	441 	424 	486 	397 	568 	492 	427 	430 	468 	392 	501 	416 
TOTAL,GT16,MIO_TKM,CY	2 	2 	2 	4 	4 	1 	1 	2 	1 	0 	1 	0 	3 	1 	1 
TOTAL,GT16,MIO_TKM,CZ	2071 	2247 	2017 	1337 	1516 	1561 	1920 	2429 	2167 	1750 	1672 	1747 	1642 	1301 	1604 
TOTAL,GT16,MIO_TKM,DE	7585 	7513 	7857 	8174 	8564 	8530 	8664 	8902 	8530 	8467 	8316 	8307 	8581 	10703 	10902 
TOTAL,GT16,MIO_TKM,DK	90 	101 	91 	83 	84 	100 	126 	110 	98 	130 	125 	172 	158 	185 	230 
TOTAL,GT16,MIO_TKM,EE	36 	50 	32 	24 	44 	46 	26 	51 	40 	61 	74 	70 	58 	59 	132 
TOTAL,GT16,MIO_TKM,EL	171 	177 	143 	162 	92 	65 	54 	59 	48 	64 	41 	85 	113 	102 	110 
TOTAL,GT16,MIO_TKM,ES	6113 	6422 	6165 	6055 	5832 	5649 	5024 	4474 	4392 	4548 	4516 	5020 	4584 	3969 	4285 
TOTAL,GT16,MIO_TKM,EU27_2020	43233 	40236 	39306 	40614 	41022 	40003 	38388 	36734 	35938 	35968 	34309 	33930 	34000 	33913 	37645 
TOTAL,GT16,MIO_TKM,FI	155 	233 	171 	147 	177 	275 	158 	169 	160 	256 	269 	242 	361 	386 	383 
TOTAL,GT16,MIO_TKM,FR	1808 	1770 	1731 	1579 	2044 	1898 	1360 	1651 	1888 	2086 	2287 	2415 	2537 	2140 	3217 
TOTAL,GT16,MIO_TKM,HR	274 	227 	219 	190 	189 	191 	183 	178 	162 	141 	153 	123 	137 	168 	163 
TOTAL,GT16,MIO_TKM,HU	263 	320 	270 	453 	403 	417 	536 	1390 	1244 	970 	1042 	933 	1008 	1141 	1093 
TOTAL,GT16,MIO_TKM,IE	164 	125 	141 	142 	130 	139 	131 	110 	147 	131 	156 	136 	192 	145 	159 
TOTAL,GT16,MIO_TKM,IT	1981 	2227 	1931 	2374 	2408 	1815 	1674 	1400 	1286 	1734 	1867 	1995 	2475 	2054 	2680 
TOTAL,GT16,MIO_TKM,LT	306 	477 	315 	283 	424 	747 	820 	407 	239 	328 	317 	302 	312 	262 	386 
TOTAL,GT16,MIO_TKM,LU	632 	538 	276 	251 	193 	200 	326 	353 	561 	238 	174 	199 	352 	448 	637 
TOTAL,GT16,MIO_TKM,LV	355 	264 	286 	248 	190 	209 	287 	301 	131 	75 	139 	202 	70 	88 	130 
TOTAL,GT16,MIO_TKM,MK	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT16,MIO_TKM,NL	3640 	3632 	3262 	3115 	3117 	3324 	3243 	3253 	3209 	3068 	1620 	1786 	1761 	1916 	2093 
TOTAL,GT16,MIO_TKM,NO	278 	280 	188 	237 	178 	320 	206 	358 	342 	439 	360 	399 	303 	325 	385 
TOTAL,GT16,MIO_TKM,PL	11933 	7921 	8608 	9841 	8852 	7521 	6926 	5447 	5631 	5761 	5518 	4457 	4117 	3497 	3100 
TOTAL,GT16,MIO_TKM,PT	734 	533 	597 	799 	817 	1044 	747 	621 	782 	1219 	1125 	839 	713 	873 	1023 
TOTAL,GT16,MIO_TKM,RO	466 	757 	663 	469 	365 	457 	398 	293 	429 	436 	406 	431 	509 	803 	773 
TOTAL,GT16,MIO_TKM,SE	1246 	1289 	1466 	1169 	1188 	1144 	1051 	1100 	1076 	894 	869 	950 	956 	490 	876 
TOTAL,GT16,MIO_TKM,SI	298 	256 	332 	360 	305 	200 	287 	231 	209 	223 	181 	333 	264 	338 	331 
TOTAL,GT16,MIO_TKM,SK	1057 	1200 	1152 	1368 	1737 	1802 	1732 	1617 	1496 	1186 	1193 	972 	820 	995 	1089 
TOTAL,GT16,MIO_TKM,UK	: 	: 	: 	2558 	3395 	4236 	4119 	4189 	2927 	3067 	4408 	3076 	: 	: 	: 
TOTAL,GT16,THS_T,AT	5648 	5007 	3008 	8974 	9443 	9056 	9663 	8764 	7999 	7762 	7855 	8575 	7940 	6420 	7309 
TOTAL,GT16,THS_T,BE	5083 	5247 	5722 	4385 	7085 	5059 	5159 	3953 	3461 	3556 	3122 	2999 	2780 	3870 	4590 
TOTAL,GT16,THS_T,BG	1187 	1591 	1199 	1065 	1065 	2905 	2521 	1046 	1067 	1336 	1020 	1622 	1781 	872 	772 
TOTAL,GT16,THS_T,CH	11890 	8917 	10410 	9791 	9011 	10315 	8687 	9997 	10772 	8754 	8974 	9370 	8351 	7836 	8610 
TOTAL,GT16,THS_T,CY	50 	55 	35 	85 	52 	14 	10 	36 	11 	4 	18 	7 	45 	22 	24 
TOTAL,GT16,THS_T,CZ	9429 	10466 	9624 	10610 	11798 	12249 	11755 	10929 	9376 	7250 	6902 	6696 	7804 	6425 	7854 
TOTAL,GT16,THS_T,DE	85133 	88762 	88554 	90985 	89961 	89162 	91124 	90765 	86040 	80494 	75584 	73559 	72595 	89493 	96032 
TOTAL,GT16,THS_T,DK	1140 	1384 	1581 	1239 	1174 	1642 	1347 	1863 	1596 	2022 	1460 	2327 	2019 	1933 	2487 
TOTAL,GT16,THS_T,EE	173 	242 	238 	173 	161 	187 	238 	300 	254 	362 	321 	401 	257 	284 	694 
TOTAL,GT16,THS_T,EL	1371 	4035 	1070 	1350 	663 	359 	610 	444 	681 	136 	223 	473 	768 	661 	835 
TOTAL,GT16,THS_T,ES	39222 	44352 	40732 	36015 	37742 	35424 	29237 	25997 	26706 	25416 	25621 	26661 	25459 	22490 	24129 
TOTAL,GT16,THS_T,EU27_2020	289949 	292604 	282511 	283958 	295063 	284039 	270504 	263930 	254642 	238612 	224252 	224124 	223626 	217875 	247213 
TOTAL,GT16,THS_T,FI	1397 	1342 	1148 	1273 	1115 	1599 	1096 	925 	1217 	1701 	1590 	1743 	3827 	2872 	4056 
TOTAL,GT16,THS_T,FR	13736 	10947 	10142 	10716 	12951 	11206 	8945 	15235 	15231 	14847 	15020 	16684 	18953 	13704 	18453 
TOTAL,GT16,THS_T,HR	1264 	1077 	1145 	1282 	994 	1167 	1058 	1017 	943 	994 	1209 	854 	934 	1014 	1131 
TOTAL,GT16,THS_T,HU	1647 	1871 	2798 	2420 	3261 	2962 	2582 	6081 	5121 	4197 	4715 	4354 	5032 	5279 	4771 
TOTAL,GT16,THS_T,IE	1276 	1009 	1117 	1225 	1113 	1353 	953 	926 	1328 	1076 	1281 	1114 	1480 	1243 	1343 
TOTAL,GT16,THS_T,IT	12849 	13784 	13713 	15721 	16646 	13123 	11755 	9604 	9402 	11918 	13323 	13614 	13448 	15332 	21475 
TOTAL,GT16,THS_T,LT	501 	943 	830 	779 	901 	1313 	1539 	859 	631 	613 	552 	508 	593 	633 	788 
TOTAL,GT16,THS_T,LU	2555 	2133 	1229 	1068 	879 	858 	1175 	1215 	2020 	745 	818 	673 	1045 	1229 	1459 
TOTAL,GT16,THS_T,LV	1239 	1030 	1125 	698 	644 	523 	601 	610 	436 	299 	433 	361 	193 	298 	274 
TOTAL,GT16,THS_T,MK	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT16,THS_T,NL	43777 	42903 	39561 	37901 	35859 	39235 	38330 	35350 	34943 	31469 	18130 	18414 	17451 	16433 	18513 
TOTAL,GT16,THS_T,NO	2034 	2228 	1567 	1650 	1439 	1448 	1299 	3136 	3089 	3309 	2427 	4196 	4670 	2564 	3291 
TOTAL,GT16,THS_T,PL	37043 	21179 	25863 	24424 	26202 	22452 	20683 	17822 	17276 	18210 	18486 	14705 	14786 	11835 	12384 
TOTAL,GT16,THS_T,PT	2121 	2045 	3065 	2664 	3016 	3860 	2902 	3199 	3750 	4747 	3693 	4109 	3423 	4194 	4923 
TOTAL,GT16,THS_T,RO	1091 	1722 	1434 	1301 	916 	1032 	840 	832 	1056 	959 	968 	797 	1187 	2023 	1819 
TOTAL,GT16,THS_T,SE	16642 	24793 	22924 	22202 	24491 	21131 	19940 	20731 	18973 	14388 	16622 	18985 	16277 	5123 	6993 
TOTAL,GT16,THS_T,SI	926 	1066 	1054 	1107 	937 	737 	762 	784 	615 	610 	514 	745 	807 	1058 	1057 
TOTAL,GT16,THS_T,SK	3447 	3618 	3601 	4296 	5997 	5432 	5679 	4644 	4509 	3502 	4773 	3143 	2743 	3132 	3050 
TOTAL,GT16,THS_T,UK	: 	: 	: 	20116 	27955 	35345 	34740 	35068 	28845 	27783 	36733 	29045 	: 	: 	: 
TOTAL,GT17,MIO_TKM,AT	140 	213 	126 	835 	766 	784 	852 	921 	909 	788 	956 	1082 	1139 	1159 	1566 
TOTAL,GT17,MIO_TKM,BE	200 	141 	81 	167 	86 	201 	201 	62 	118 	136 	116 	108 	110 	90 	82 
TOTAL,GT17,MIO_TKM,BG	39 	1 	4 	26 	7 	20 	45 	67 	45 	131 	77 	10 	51 	61 	18 
TOTAL,GT17,MIO_TKM,CH	270 	319 	299 	451 	321 	403 	308 	343 	425 	318 	282 	346 	289 	256 	305 
TOTAL,GT17,MIO_TKM,CY	5 	4 	0 	4 	5 	2 	3 	0 	1 	1 	1 	2 	1 	2 	6 
TOTAL,GT17,MIO_TKM,CZ	34 	12 	12 	15 	37 	56 	38 	22 	28 	44 	34 	50 	53 	40 	7 
TOTAL,GT17,MIO_TKM,DE	7184 	6839 	7196 	7514 	7573 	6868 	7197 	6697 	7044 	6434 	6151 	5592 	3213 	1676 	1922 
TOTAL,GT17,MIO_TKM,DK	48 	26 	59 	25 	45 	30 	42 	39 	37 	33 	44 	45 	73 	42 	65 
TOTAL,GT17,MIO_TKM,EE	14 	3 	2 	11 	15 	2 	16 	9 	4 	1 	12 	13 	5 	1 	47 
TOTAL,GT17,MIO_TKM,EL	59 	92 	108 	166 	188 	142 	267 	159 	96 	59 	85 	93 	277 	79 	69 
TOTAL,GT17,MIO_TKM,ES	97 	195 	115 	217 	193 	220 	141 	193 	102 	126 	140 	119 	98 	100 	131 
TOTAL,GT17,MIO_TKM,EU27_2020	10325 	9990 	10156 	11857 	11013 	11528 	11344 	11068 	11197 	10565 	10497 	9929 	7651 	7049 	6431 
TOTAL,GT17,MIO_TKM,FI	101 	174 	90 	65 	68 	67 	146 	183 	78 	168 	201 	198 	198 	172 	140 
TOTAL,GT17,MIO_TKM,FR	1040 	1464 	1190 	1375 	717 	1883 	1557 	1714 	1504 	1413 	1524 	1584 	1516 	1494 	354 
TOTAL,GT17,MIO_TKM,HR	15 	3 	32 	9 	3 	5 	0 	0 	1 	1 	1 	1 	1 	0 	8 
TOTAL,GT17,MIO_TKM,HU	15 	25 	7 	28 	29 	35 	86 	57 	20 	10 	31 	27 	26 	17 	20 
TOTAL,GT17,MIO_TKM,IE	95 	91 	127 	125 	94 	49 	30 	29 	19 	10 	16 	8 	15 	19 	: 
TOTAL,GT17,MIO_TKM,IT	109 	60 	157 	153 	105 	141 	144 	74 	87 	109 	114 	134 	230 	312 	256 
TOTAL,GT17,MIO_TKM,LT	56 	38 	0 	4 	1 	4 	23 	10 	165 	443 	270 	298 	194 	138 	40 
TOTAL,GT17,MIO_TKM,LU	11 	6 	3 	3 	4 	6 	7 	3 	6 	6 	5 	3 	2 	5 	4 
TOTAL,GT17,MIO_TKM,LV	15 	16 	29 	1 	11 	23 	23 	6 	32 	2 	35 	23 	20 	18 	21 
TOTAL,GT17,MIO_TKM,ME	: 	2 	0 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT17,MIO_TKM,MK	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT17,MIO_TKM,NL	36 	52 	52 	65 	42 	48 	35 	48 	37 	38 	29 	55 	49 	1335 	1468 
TOTAL,GT17,MIO_TKM,NO	465 	377 	354 	531 	387 	303 	291 	111 	155 	190 	220 	172 	142 	129 	145 
TOTAL,GT17,MIO_TKM,PL	802 	313 	523 	650 	666 	623 	284 	508 	519 	307 	460 	310 	155 	50 	21 
TOTAL,GT17,MIO_TKM,PT	42 	52 	33 	45 	63 	45 	28 	46 	44 	57 	13 	17 	54 	13 	19 
TOTAL,GT17,MIO_TKM,RO	32 	26 	43 	46 	88 	64 	50 	52 	85 	60 	68 	39 	69 	105 	22 
TOTAL,GT17,MIO_TKM,SE	94 	134 	161 	261 	159 	167 	111 	160 	178 	177 	95 	86 	64 	91 	105 
TOTAL,GT17,MIO_TKM,SI	13 	4 	2 	19 	12 	4 	15 	5 	5 	7 	19 	31 	17 	9 	16 
TOTAL,GT17,MIO_TKM,SK	29 	2 	2 	26 	36 	40 	4 	4 	31 	7 	1 	2 	21 	20 	24 
TOTAL,GT17,MIO_TKM,UK	: 	: 	: 	3185 	2597 	3072 	2754 	2772 	2973 	2639 	1403 	912 	95 	43 	114 
TOTAL,GT17,THS_T,AT	2308 	2421 	1991 	7170 	6956 	6167 	7274 	7018 	6618 	6217 	6596 	6867 	6335 	7085 	8059 
TOTAL,GT17,THS_T,BE	1433 	959 	556 	1503 	857 	1314 	992 	474 	1130 	1120 	1512 	893 	902 	793 	751 
TOTAL,GT17,THS_T,BG	48 	17 	39 	173 	49 	47 	132 	112 	405 	476 	477 	546 	140 	470 	1017 
TOTAL,GT17,THS_T,CH	6183 	7862 	8237 	8984 	8320 	8919 	6494 	7729 	9172 	7701 	6895 	8348 	6128 	6071 	5876 
TOTAL,GT17,THS_T,CY	248 	101 	4 	219 	156 	65 	159 	28 	46 	33 	90 	107 	103 	122 	185 
TOTAL,GT17,THS_T,CZ	159 	102 	24 	141 	219 	189 	106 	132 	113 	116 	169 	172 	207 	97 	74 
TOTAL,GT17,THS_T,DE	83798 	81159 	85416 	86361 	86436 	77852 	78814 	72357 	73647 	66109 	63715 	57678 	33188 	21736 	23064 
TOTAL,GT17,THS_T,DK	367 	138 	476 	255 	209 	407 	434 	654 	470 	652 	510 	447 	890 	773 	893 
TOTAL,GT17,THS_T,EE	80 	20 	61 	48 	280 	25 	92 	42 	30 	15 	18 	219 	39 	9 	109 
TOTAL,GT17,THS_T,EL	496 	720 	866 	1004 	1013 	2954 	2005 	1093 	585 	924 	1241 	1015 	2130 	1452 	548 
TOTAL,GT17,THS_T,ES	2309 	2016 	1854 	2739 	2375 	2179 	2011 	1925 	1451 	1587 	1276 	1028 	1045 	845 	477 
TOTAL,GT17,THS_T,EU27_2020	110481 	110758 	111583 	122022 	117117 	125132 	123091 	115977 	111379 	104717 	106802 	106520 	76018 	71466 	55943 
TOTAL,GT17,THS_T,FI	1725 	3035 	1206 	1962 	3903 	3454 	2465 	3909 	1427 	3200 	6448 	11332 	5827 	5064 	4469 
TOTAL,GT17,THS_T,FR	8933 	13984 	12531 	11397 	6451 	23334 	21799 	21799 	18655 	17041 	18333 	19706 	19683 	17192 	2031 
TOTAL,GT17,THS_T,HR	42 	41 	119 	53 	24 	30 	7 	1 	3 	7 	12 	29 	13 	11 	106 
TOTAL,GT17,THS_T,HU	61 	79 	20 	96 	56 	87 	179 	117 	59 	134 	89 	139 	67 	88 	164 
TOTAL,GT17,THS_T,IE	936 	1141 	1204 	1235 	1189 	724 	466 	386 	224 	185 	136 	116 	122 	277 	: 
TOTAL,GT17,THS_T,IT	893 	572 	598 	905 	1349 	1009 	1334 	616 	848 	2290 	1312 	1108 	1915 	2924 	2409 
TOTAL,GT17,THS_T,LT	116 	16 	1 	10 	19 	10 	26 	20 	146 	329 	235 	287 	207 	123 	106 
TOTAL,GT17,THS_T,LU	118 	62 	51 	61 	71 	54 	69 	57 	85 	77 	80 	62 	45 	49 	63 
TOTAL,GT17,THS_T,LV	41 	53 	61 	28 	64 	55 	102 	56 	117 	30 	86 	20 	78 	66 	91 
TOTAL,GT17,THS_T,ME	: 	3 	2 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT17,THS_T,MK	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,GT17,THS_T,NL	443 	593 	531 	755 	571 	560 	527 	680 	463 	485 	400 	434 	547 	10436 	9816 
TOTAL,GT17,THS_T,NO	2261 	2439 	2253 	3208 	3608 	2806 	1354 	1054 	1224 	948 	1332 	2066 	1500 	1684 	1655 
TOTAL,GT17,THS_T,PL	4028 	1846 	2083 	2645 	2152 	2144 	2368 	2499 	2885 	1974 	2752 	2441 	1180 	371 	87 
TOTAL,GT17,THS_T,PT	218 	133 	97 	154 	224 	414 	172 	294 	329 	180 	162 	144 	262 	109 	128 
TOTAL,GT17,THS_T,RO	152 	264 	410 	389 	397 	310 	271 	257 	340 	223 	194 	709 	319 	344 	201 
TOTAL,GT17,THS_T,SE	1386 	1213 	1311 	2469 	1845 	1617 	1168 	1307 	1144 	1171 	843 	881 	640 	947 	851 
TOTAL,GT17,THS_T,SI	73 	34 	25 	64 	37 	18 	72 	31 	45 	58 	76 	83 	76 	39 	87 
TOTAL,GT17,THS_T,SK	72 	40 	46 	188 	216 	110 	46 	116 	115 	85 	40 	57 	57 	43 	156 
TOTAL,GT17,THS_T,UK	: 	: 	: 	42921 	30803 	37297 	33705 	36306 	33872 	32173 	19128 	12281 	778 	604 	1260 
TOTAL,GT18,MIO_TKM,AT	2356 	2210 	2486 	1707 	1605 	1639 	1753 	1856 	1816 	1628 	1940 	2175 	2259 	2207 	2985 
TOTAL,GT18,MIO_TKM,BE	1927 	1904 	1555 	1131 	1102 	1187 	980 	1777 	2634 	3108 	2081 	2508 	2678 	2977 	3462 
TOTAL,GT18,MIO_TKM,BG	4894 	9478 	7951 	4164 	5585 	7711 	6404 	5705 	5233 	3365 	2316 	1667 	1754 	832 	269 
TOTAL,GT18,MIO_TKM,CH	931 	1128 	1166 	935 	904 	1035 	992 	948 	640 	623 	617 	618 	721 	903 	887 
TOTAL,GT18,MIO_TKM,CY	19 	15 	23 	8 	20 	6 	8 	4 	3 	4 	6 	11 	5 	9 	14 
TOTAL,GT18,MIO_TKM,CZ	5803 	5355 	4247 	1847 	2654 	2662 	1855 	2803 	2307 	3243 	2439 	2797 	2140 	2074 	2046 
TOTAL,GT18,MIO_TKM,DE	42630 	41026 	38582 	39618 	38511 	36302 	35735 	34284 	31050 	29082 	26713 	26610 	20888 	: 	: 
TOTAL,GT18,MIO_TKM,DK	2442 	2289 	2214 	2413 	2260 	2330 	2464 	2427 	2716 	2546 	2855 	2720 	2614 	3145 	4266 
TOTAL,GT18,MIO_TKM,EE	312 	464 	329 	444 	498 	424 	969 	1138 	992 	1037 	908 	820 	842 	596 	24 
TOTAL,GT18,MIO_TKM,EL	1727 	873 	1609 	1247 	2195 	1780 	1329 	1063 	839 	619 	816 	807 	831 	1179 	812 
TOTAL,GT18,MIO_TKM,ES	8065 	5976 	5748 	5916 	6664 	6338 	5413 	5140 	5183 	4818 	5284 	4607 	4880 	4482 	500 
TOTAL,GT18,MIO_TKM,EU27_2020	228454 	218718 	202991 	201621 	188818 	180747 	161059 	156318 	155333 	147436 	133377 	133398 	127241 	100888 	118985 
TOTAL,GT18,MIO_TKM,FI	4147 	3859 	3699 	3101 	3774 	3558 	3350 	3001 	2604 	2324 	2597 	2832 	3116 	3513 	2936 
TOTAL,GT18,MIO_TKM,FR	38091 	34384 	31174 	33499 	31223 	29164 	25392 	28446 	33970 	34830 	31731 	36447 	35202 	33303 	49574 
TOTAL,GT18,MIO_TKM,HR	1364 	1357 	767 	862 	761 	571 	578 	408 	223 	140 	90 	20 	8 	6 	6 
TOTAL,GT18,MIO_TKM,HU	1744 	1497 	1689 	2463 	2077 	2248 	3116 	4475 	4183 	3653 	3063 	2813 	2821 	2569 	2210 
TOTAL,GT18,MIO_TKM,IE	1553 	1894 	1746 	1781 	1778 	1766 	1594 	1262 	1370 	1254 	1650 	1608 	1555 	1551 	2232 
TOTAL,GT18,MIO_TKM,IT	18233 	14935 	12798 	13464 	8036 	7984 	5824 	6742 	7560 	8183 	7909 	4950 	8286 	8183 	7174 
TOTAL,GT18,MIO_TKM,LT	20686 	20407 	18233 	15705 	11617 	9377 	6185 	5229 	5758 	5270 	4643 	4269 	3829 	3298 	3222 
