unit,nst07,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
MIO_TKM,GT13,TR	146 	120 	121 	130 	111 	94 	84 	82 	91 	95 	94 	74 	3 	0 	0 
MIO_TKM,GT13,UK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	260 	349 	0 
MIO_TKM,GT14,AT	1091 	1171 	1308 	1273 	1324 	1334 	1243 	1191 	1283 	1242 	1102 	1242 	1162 	839 	: c
MIO_TKM,GT14,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	67 	73 	60 	132 
MIO_TKM,GT14,BG	136 	159 	130 	209 	209 	169 	164 	207 	226 	207 	20 	16 	33 	12 	50 
MIO_TKM,GT14,CH	236 	260 	202 	202 	189 	178 	186 	194 	197 	178 	188 	213 	216 	166 	240 
MIO_TKM,GT14,CZ	477 	542 	456 	433 	436 	438 	435 	414 	452 	452 	488 	552 	467 	428 	615 
MIO_TKM,GT14,DE	2431 	2273 	1926 	2150 	2230 	2459 	2410 	2466 	2543 	2545 	2663 	2912 	2748 	2515 	3102 
MIO_TKM,GT14,DK	78 	83 	87 	80 	57 	61 	60 	74 	79 	95 	123 	123 	100 	42 	51 
MIO_TKM,GT14,EE	0 	0 	0 	0 	0 	0 	0 	0 	1 	2 	1 	1 	2 	1 	2 
MIO_TKM,GT14,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT14,ES	49 	37 	40 	56 	69 	64 	89 	70 	104 	87 	55 	71 	109 	91 	0 
MIO_TKM,GT14,EU27_2007	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT14,EU27_2020	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT14,EU28	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT14,FI	38 	2 	8 	15 	24 	29 	21 	25 	70 	76 	69 	75 	112 	105 	209 
MIO_TKM,GT14,FR	262 	291 	275 	282 	329 	337 	352 	366 	388 	397 	442 	531 	594 	598 	869 
MIO_TKM,GT14,HR	82 	109 	73 	49 	52 	44 	38 	81 	63 	74 	77 	115 	95 	77 	155 
MIO_TKM,GT14,HU	189 	216 	218 	248 	93 	98 	83 	89 	109 	97 	77 	81 	306 	187 	129 
MIO_TKM,GT14,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT14,IT	461 	457 	407 	415 	419 	450 	510 	383 	386 	: c	433 	391 	: c	482 	: c
MIO_TKM,GT14,LT	149 	178 	138 	133 	125 	92 	71 	69 	84 	75 	95 	104 	99 	75 	137 
MIO_TKM,GT14,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	17 	18 	: 	: 	: 	: 
MIO_TKM,GT14,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT14,ME	: 	: 	6 	9 	5 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,GT14,MK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 
MIO_TKM,GT14,NL	22 	25 	22 	22 	22 	11 	14 	36 	49 	65 	45 	: c	: c	93 	148 
MIO_TKM,GT14,NO	4 	4 	3 	2 	2 	2 	2 	1 	3 	3 	2 	0 	0 	0 	0 
MIO_TKM,GT14,PL	769 	811 	686 	739 	867 	923 	849 	829 	795 	998 	1060 	1252 	1117 	1062 	1300 
MIO_TKM,GT14,PT	73 	58 	71 	68 	66 	69 	86 	100 	75 	50 	28 	32 	26 	22 	12 
MIO_TKM,GT14,RO	291 	218 	252 	343 	283 	312 	269 	166 	238 	284 	297 	422 	409 	369 	837 
MIO_TKM,GT14,SE	: c	772 	839 	637 	799 	732 	737 	635 	632 	583 	596 	727 	917 	838 	891 
MIO_TKM,GT14,SI	121 	148 	113 	125 	148 	175 	132 	103 	136 	169 	210 	266 	202 	111 	230 
MIO_TKM,GT14,SK	223 	255 	256 	315 	327 	359 	325 	287 	265 	320 	322 	252 	292 	226 	341 
MIO_TKM,GT14,TR	106 	112 	61 	73 	115 	117 	131 	122 	166 	147 	116 	129 	11 	0 	0 
MIO_TKM,GT14,UK	: 	: 	: 	670 	627 	548 	499 	551 	606 	640 	337 	164 	606 	566 	82 
MIO_TKM,GT15,AT	0 	0 	0 	0 	3 	11 	11 	10 	9 	7 	11 	14 	13 	11 	: c
MIO_TKM,GT15,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	0 	0 	0 	0 
MIO_TKM,GT15,BG	101 	0 	18 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,CH	283 	291 	327 	327 	354 	364 	360 	324 	319 	269 	214 	235 	287 	0 	0 
MIO_TKM,GT15,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,DE	0 	: 	: 	: 	: 	: 	: 	20 	: 	: 	: 	: 	0 	0 	0 
MIO_TKM,GT15,DK	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,EU27_2007	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT15,EU27_2020	244 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT15,EU28	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT15,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,HU	0 	: 	: 	: 	: 	0 	: 	: 	: 	: 	0 	: 	0 	0 	153 
MIO_TKM,GT15,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,IT	: c	0 	0 	: c	: c	: c	: c	0 	0 	0 	0 	0 	: c	0 	: c
MIO_TKM,GT15,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
MIO_TKM,GT15,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,GT15,MK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 
MIO_TKM,GT15,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: c	: c	0 	0 
MIO_TKM,GT15,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,SE	: c	148 	138 	141 	156 	141 	139 	127 	128 	122 	119 	121 	105 	125 	124 
MIO_TKM,GT15,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,SK	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT15,UK	: 	: 	: 	64 	63 	72 	74 	100 	147 	154 	108 	0 	: 	0 	0 
MIO_TKM,GT16,AT	318 	328 	228 	250 	228 	228 	217 	173 	187 	204 	408 	419 	420 	239 	: c
MIO_TKM,GT16,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	61 	67 	54 	194 
MIO_TKM,GT16,BG	11 	55 	53 	14 	15 	13 	17 	14 	7 	15 	14 	18 	21 	18 	27 
MIO_TKM,GT16,CH	55 	51 	75 	66 	68 	75 	80 	243 	79 	78 	125 	129 	146 	99 	115 
MIO_TKM,GT16,CZ	76 	53 	46 	57 	57 	50 	79 	52 	69 	41 	52 	57 	47 	36 	43 
MIO_TKM,GT16,DE	3959 	4027 	3375 	3466 	3028 	2417 	2193 	1980 	1644 	1565 	1443 	1396 	1644 	1269 	1432 
MIO_TKM,GT16,DK	43 	40 	40 	50 	57 	61 	54 	50 	46 	41 	87 	89 	83 	65 	81 
MIO_TKM,GT16,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT16,EL	407 	516 	474 	405 	307 	228 	119 	162 	72 	43 	58 	68 	156 	148 	152 
MIO_TKM,GT16,ES	138 	142 	1318 	114 	105 	34 	27 	28 	0 	1 	0 	1 	1 	1 	0 
MIO_TKM,GT16,EU27_2007	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT16,EU27_2020	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT16,EU28	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT16,FI	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT16,FR	758 	162 	816 	983 	260 	209 	93 	128 	141 	4 	120 	87 	1318 	207 	319 
MIO_TKM,GT16,HR	19 	10 	9 	15 	15 	20 	19 	11 	15 	13 	12 	17 	20 	15 	22 
MIO_TKM,GT16,HU	5 	17 	24 	14 	12 	11 	17 	12 	20 	58 	43 	72 	55 	72 	182 
MIO_TKM,GT16,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT16,IT	261 	283 	240 	284 	286 	273 	342 	385 	386 	: c	293 	262 	: c	378 	: c
MIO_TKM,GT16,LT	52 	47 	24 	30 	32 	30 	23 	22 	27 	32 	30 	0 	0 	0 	2 
MIO_TKM,GT16,LU	1 	1 	1 	1 	1 	1 	0 	: 	: 	0 	0 	: 	: 	: 	: 
MIO_TKM,GT16,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT16,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,GT16,MK	155 	192 	184 	150 	121 	106 	60 	95 	90 	81 	85 	102 	107 	82 	: 
MIO_TKM,GT16,NL	127 	143 	118 	109 	124 	91 	101 	95 	82 	69 	145 	81 	98 	148 	207 
MIO_TKM,GT16,NO	20 	22 	21 	2 	3 	3 	3 	2 	2 	1 	1 	1 	0 	0 	0 
MIO_TKM,GT16,PL	464 	459 	452 	458 	467 	423 	358 	309 	266 	264 	343 	288 	183 	147 	248 
MIO_TKM,GT16,PT	8 	8 	10 	8 	2 	66 	67 	60 	848 	48 	50 	48 	43 	37 	43 
MIO_TKM,GT16,RO	105 	97 	122 	125 	148 	136 	70 	93 	114 	129 	112 	107 	76 	66 	75 
MIO_TKM,GT16,SE	: c	448 	514 	578 	518 	400 	372 	417 	409 	485 	518 	532 	552 	528 	499 
MIO_TKM,GT16,SI	36 	28 	26 	26 	26 	31 	27 	26 	32 	36 	43 	60 	55 	56 	47 
MIO_TKM,GT16,SK	20 	21 	21 	25 	28 	27 	30 	15 	17 	19 	36 	58 	30 	14 	16 
MIO_TKM,GT16,TR	1409 	1421 	1354 	1491 	1390 	1548 	1226 	1089 	1082 	1064 	756 	759 	296 	221 	144 
MIO_TKM,GT16,UK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,AT	32 	29 	19 	1 	0 	0 	0 	0 	0 	0 	188 	167 	127 	4 	: c
MIO_TKM,GT17,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	0 	0 	0 	0 
MIO_TKM,GT17,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 
MIO_TKM,GT17,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,DE	1 	1 	2 	5 	19 	9 	6 	11 	21 	20 	13 	15 	22 	28 	42 
MIO_TKM,GT17,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,EE	38 	23 	27 	49 	14 	32 	143 	16 	34 	18 	16 	4 	7 	13 	7 
MIO_TKM,GT17,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,ES	0 	1281 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,EU27_2007	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT17,EU27_2020	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT17,EU28	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT17,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4 
MIO_TKM,GT17,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,HU	640 	734 	778 	665 	0 	670 	0 	0 	0 	0 	0 	: 	0 	0 	150 
MIO_TKM,GT17,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,IT	97 	84 	63 	66 	12 	2 	0 	: c	: c	: c	0 	0 	: c	0 	: c
MIO_TKM,GT17,LT	4 	1 	2 	1 	1 	1 	1 	10 	22 	25 	32 	24 	23 	23 	1 
MIO_TKM,GT17,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
MIO_TKM,GT17,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,GT17,MK	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	1 	0 	: 
MIO_TKM,GT17,NL	6 	3 	1 	7 	6 	5 	5 	5 	6 	4 	4 	: c	: c	3 	1 
MIO_TKM,GT17,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,PL	0 	0 	0 	1 	0 	0 	0 	0 	0 	1 	1 	0 	0 	0 	0 
MIO_TKM,GT17,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,RO	1 	1 	1 	2 	4 	3 	3 	4 	5 	5 	10 	12 	11 	5 	4 
MIO_TKM,GT17,SE	: c	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 
MIO_TKM,GT17,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,SK	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT17,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 
MIO_TKM,GT17,UK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT18,AT	145 	120 	41 	28 	33 	38 	41 	4 	3 	38 	370 	330 	255 	23 	: c
MIO_TKM,GT18,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	0 	1 	0 	0 
MIO_TKM,GT18,BG	633 	523 	388 	15 	29 	53 	77 	124 	6 	2 	1 	2 	3 	3 	6 
MIO_TKM,GT18,CH	342 	322 	236 	230 	236 	209 	207 	250 	205 	769 	753 	838 	683 	506 	665 
MIO_TKM,GT18,CZ	42 	47 	56 	3080 	2800 	2552 	2468 	2180 	575 	342 	243 	134 	2 	0 	0 
MIO_TKM,GT18,DE	882 	2024 	1385 	1535 	1047 	721 	387 	2351 	1310 	1480 	1084 	1558 	1061 	705 	736 
MIO_TKM,GT18,DK	122 	104 	78 	76 	84 	65 	88 	94 	91 	418 	36 	32 	2 	2 	10 
MIO_TKM,GT18,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	12 	8 	5 	5 	8 
MIO_TKM,GT18,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT18,ES	2167 	960 	692 	834 	777 	951 	729 	697 	853 	201 	175 	134 	127 	116 	0 
MIO_TKM,GT18,EU27_2007	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT18,EU27_2020	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT18,EU28	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT18,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT18,FR	2832 	3505 	4397 	4781 	5108 	4872 	3119 	4143 	5133 	4525 	4162 	4301 	1497 	1102 	400 
MIO_TKM,GT18,HR	287 	252 	199 	0 	0 	0 	0 	0 	2 	9 	9 	9 	7 	5 	4 
MIO_TKM,GT18,HU	202 	12 	8 	739 	0 	830 	53 	89 	21 	12 	6 	3 	0 	9 	221 
MIO_TKM,GT18,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT18,IT	1309 	1345 	1129 	991 	1551 	2056 	1140 	1592 	1067 	728 	169 	134 	: c	124 	: c
MIO_TKM,GT18,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT18,LU	23 	15 	5 	1 	7 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
MIO_TKM,GT18,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT18,ME	: 	: 	1 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,GT18,MK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	: 
MIO_TKM,GT18,NL	0 	0 	1 	0 	1 	5 	16 	20 	16 	13 	11 	: c	: c	10 	9 
MIO_TKM,GT18,NO	2687 	2491 	2340 	2176 	608 	492 	86 	388 	406 	383 	0 	0 	0 	0 	0 
MIO_TKM,GT18,PL	48 	42 	61 	62 	125 	228 	195 	71 	175 	140 	112 	43 	9 	2 	5 
MIO_TKM,GT18,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT18,RO	79 	91 	66 	57 	3 	0 	23 	77 	0 	0 	1 	0 	0 	1 	2 
MIO_TKM,GT18,SE	: c	57 	47 	27 	26 	26 	32 	32 	20 	8 	1 	3 	1 	0 	1 
MIO_TKM,GT18,SI	29 	23 	20 	19 	13 	4 	3 	2 	3 	3 	5 	4 	5 	7 	7 
MIO_TKM,GT18,SK	1 	0 	0 	0 	9 	0 	0 	0 	6 	1 	0 	1 	2 	1 	1 
MIO_TKM,GT18,TR	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT18,UK	: 	: 	: 	2460 	2009 	5470 	5558 	6628 	739 	742 	830 	886 	1082 	1028 	0 
MIO_TKM,GT19,AT	8832 	8799 	7808 	8157 	8118 	8208 	7646 	6506 	6004 	5147 	4079 	4607 	4649 	3918 	: c
MIO_TKM,GT19,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	2508 	2727 	2227 	2635 
MIO_TKM,GT19,BG	247 	80 	73 	20 	23 	19 	37 	38 	119 	204 	223 	243 	220 	220 	254 
MIO_TKM,GT19,CH	5974 	6045 	5911 	6148 	6083 	6066 	6495 	6486 	6205 	6138 	5507 	5940 	5621 	4993 	6184 
MIO_TKM,GT19,CZ	5970 	5997 	5493 	2910 	2658 	1920 	1677 	1823 	2493 	2277 	2307 	2089 	1974 	1575 	1299 
MIO_TKM,GT19,DE	50790 	49128 	44168 	43607 	40958 	39306 	41037 	39409 	38554 	37609 	35361 	36328 	34608 	29536 	34177 
MIO_TKM,GT19,DK	838 	572 	1043 	1163 	1169 	1187 	591 	480 	547 	905 	1270 	1315 	1364 	1244 	988 
MIO_TKM,GT19,EE	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT19,EL	0 	1 	0 	0 	0 	0 	1 	1 	1 	0 	1 	1 	1 	1 	0 
MIO_TKM,GT19,ES	3170 	2886 	2183 	3913 	3064 	3367 	3283 	3414 	3514 	3628 	3623 	3102 	2912 	2534 	3327 
MIO_TKM,GT19,EU27_2007	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT19,EU27_2020	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT19,EU28	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT19,FI	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT19,FR	10839 	11385 	7339 	7435 	8412 	8857 	10187 	9479 	5291 	5320 	6327 	5855 	4508 	5747 	9178 
MIO_TKM,GT19,HR	549 	450 	415 	461 	322 	249 	183 	105 	149 	145 	132 	164 	194 	163 	250 
MIO_TKM,GT19,HU	1246 	1184 	588 	661 	1135 	450 	1113 	1026 	878 	824 	974 	1253 	880 	697 	0 
MIO_TKM,GT19,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT19,IT	11156 	10638 	9313 	9355 	8999 	9069 	10461 	7704 	7748 	7953 	8269 	8107 	7194 	7871 	: c
MIO_TKM,GT19,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	10 
MIO_TKM,GT19,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
MIO_TKM,GT19,LV	30 	58 	12 	68 	66 	39 	147 	175 	356 	208 	249 	285 	103 	14 	46 
MIO_TKM,GT19,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,GT19,MK	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	: 
MIO_TKM,GT19,NL	2938 	2969 	2734 	2839 	3216 	2444 	2426 	2239 	2133 	1991 	1991 	1717 	1873 	2200 	2746 
MIO_TKM,GT19,NO	71 	75 	71 	39 	1760 	1823 	1843 	1882 	1885 	1770 	2342 	2413 	2252 	2397 	2466 
MIO_TKM,GT19,PL	7190 	7098 	6233 	5793 	4477 	4194 	3242 	2491 	2163 	1843 	2207 	1882 	1425 	1074 	1772 
MIO_TKM,GT19,PT	1179 	1114 	1364 	1316 	1377 	1132 	986 	840 	4 	617 	594 	599 	543 	456 	497 
MIO_TKM,GT19,RO	726 	689 	625 	852 	619 	649 	406 	641 	867 	852 	710 	836 	662 	618 	666 
MIO_TKM,GT19,SE	: c	5166 	4513 	5202 	4842 	4403 	4384 	5005 	4924 	4249 	4832 	5601 	5744 	5147 	5327 
MIO_TKM,GT19,SI	1271 	1332 	1343 	1517 	1515 	1365 	1223 	1163 	1040 	917 	869 	913 	819 	622 	640 
MIO_TKM,GT19,SK	178 	129 	166 	176 	169 	179 	212 	102 	199 	123 	137 	163 	193 	130 	159 
MIO_TKM,GT19,TR	171 	161 	130 	71 	35 	19 	17 	11 	2 	4 	3 	7 	2756 	1885 	1977 
MIO_TKM,GT19,UK	: 	: 	: 	308 	386 	520 	543 	614 	435 	2297 	1893 	919 	1220 	1222 	0 
MIO_TKM,GT20,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: c
MIO_TKM,GT20,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	0 	0 	0 	0 
MIO_TKM,GT20,BG	164 	57 	122 	161 	107 	32 	17 	6 	2 	8 	7 	: 	0 	0 	0 
MIO_TKM,GT20,CH	679 	731 	295 	334 	233 	2 	2 	0 	2 	2 	2 	2 	2 	0 	0 
MIO_TKM,GT20,CZ	26 	11 	10 	25 	7 	2 	1 	46 	70 	64 	34 	28 	19 	85 	2081 
MIO_TKM,GT20,DE	332 	129 	132 	144 	196 	485 	492 	505 	504 	572 	535 	391 	: 	0 	0 
MIO_TKM,GT20,DK	0 	0 	0 	0 	0 	: 	507 	713 	632 	: 	0 	0 	: 	0 	0 
MIO_TKM,GT20,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 
MIO_TKM,GT20,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	1 
MIO_TKM,GT20,ES	232 	191 	276 	20 	879 	0 	0 	0 	0 	0 	1 	1 	2 	0 	0 
MIO_TKM,GT20,EU27_2007	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT20,EU27_2020	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT20,EU28	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
MIO_TKM,GT20,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT20,FR	2321 	1493 	1899 	1834 	88 	124 	51 	27 	77 	11 	315 	32 	24 	1216 	780 
MIO_TKM,GT20,HR	8 	2 	22 	0 	124 	183 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT20,HU	1894 	1684 	2506 	1263 	1403 	764 	1635 	1574 	1800 	1272 	757 	956 	1233 	1079 	2079 
MIO_TKM,GT20,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,GT20,IT	61 	63 	54 	12 	: c	40 	82 	87 	85 	: c	0 	0 	: c	0 	: c
