unit,nst07,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
THS_T,GT13,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	4 	5 	4 	2 
THS_T,GT13,BG	193 	8 	3 	2 	4 	2 	2 	4 	0 	0 	0 	0 	0 	1 	2 
THS_T,GT13,CH	17 	14 	15 	20 	23 	18 	26 	32 	21 	18 	13 	14 	5 	5 	19 
THS_T,GT13,CZ	0 	0 	1 	5 	7 	3 	1 	0 	0 	0 	0 	3 	18 	26 	4 
THS_T,GT13,DE	13 	16 	20 	17 	21 	16 	21 	77 	63 	253 	80 	38 	54 	578 	571 
THS_T,GT13,DK	3 	0 	0 	0 	0 	0 	2 	3 	4 	5 	7 	7 	7 	5 	8 
THS_T,GT13,EE	2 	1 	0 	4 	9 	18 	9 	18 	30 	17 	12 	14 	4 	0 	0 
THS_T,GT13,EL	3 	3 	4 	8 	9 	10 	16 	13 	19 	16 	15 	26 	33 	32 	61 
THS_T,GT13,ES	19 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT13,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT13,FI	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	2 	3 
THS_T,GT13,FR	9 	4 	5 	1 	0 	0 	471 	100 	121 	102 	198 	0 	0 	14 	61 
THS_T,GT13,HR	6 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 
THS_T,GT13,HU	4 	12 	14 	14 	10 	82 	23 	45 	26 	57 	5 	13 	19 	18 	4256 
THS_T,GT13,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT13,IT	90 	105 	75 	83 	101 	91 	100 	: c	: c	498 	106 	118 	: c	25 	: c
THS_T,GT13,LT	66 	71 	33 	24 	21 	21 	16 	18 	29 	23 	23 	20 	14 	11 	29 
THS_T,GT13,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	2493 	2807 	: 	: 	: 	: 
THS_T,GT13,LV	19 	34 	38 	21 	14 	11 	14 	30 	17 	13 	21 	9 	12 	11 	4 
THS_T,GT13,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT13,MK	0 	1 	1 	0 	0 	1 	0 	2 	6 	6 	3 	11 	13 	0 	: 
THS_T,GT13,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: c	: c	3 	1 
THS_T,GT13,NO	0 	0 	0 	0 	0 	61 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT13,PL	91 	101 	918 	275 	185 	75 	78 	76 	350 	362 	115 	81 	73 	116 	220 
THS_T,GT13,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	9 	18 	0 	0 
THS_T,GT13,RO	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	1 	0 	1 	3 
THS_T,GT13,SE	: c	3 	1 	0 	29 	29 	58 	77 	73 	61 	113 	79 	61 	97 	103 
THS_T,GT13,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 
THS_T,GT13,SK	1 	1 	1 	7 	8 	7 	2 	5 	8 	10 	10 	10 	56 	41 	67 
THS_T,GT13,TR	466 	389 	378 	408 	342 	288 	256 	250 	280 	289 	286 	224 	5 	0 	0 
THS_T,GT13,UK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	262 	346 	0 
THS_T,GT14,AT	4803 	5136 	6111 	6072 	6641 	7169 	6558 	6109 	6480 	6462 	4990 	5384 	5257 	4221 	: c
THS_T,GT14,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	679 	753 	592 	981 
THS_T,GT14,BG	504 	605 	643 	680 	744 	719 	616 	716 	798 	788 	69 	52 	72 	62 	231 
THS_T,GT14,CH	1607 	1705 	1453 	1436 	1431 	1369 	1433 	1524 	1585 	1567 	1634 	1775 	1783 	1279 	1731 
THS_T,GT14,CZ	3327 	3875 	3333 	3036 	3190 	3126 	3002 	2908 	3246 	3206 	3532 	3877 	3508 	3044 	4441 
THS_T,GT14,DE	11459 	11236 	9969 	11523 	12193 	13164 	13033 	13789 	14574 	15068 	15518 	16204 	15333 	13462 	16654 
THS_T,GT14,DK	257 	271 	288 	256 	171 	185 	181 	223 	242 	278 	353 	354 	297 	125 	159 
THS_T,GT14,EE	0 	1 	2 	3 	3 	4 	2 	4 	15 	18 	14 	13 	24 	13 	25 
THS_T,GT14,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT14,ES	70 	37 	45 	67 	112 	89 	119 	76 	290 	118 	68 	102 	178 	165 	0 
THS_T,GT14,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT14,FI	65 	80 	77 	73 	87 	95 	88 	86 	139 	153 	149 	193 	281 	282 	534 
THS_T,GT14,FR	1391 	1480 	1491 	1430 	1596 	1794 	2084 	2200 	1413 	1486 	1956 	2502 	2219 	2345 	2703 
THS_T,GT14,HR	463 	686 	503 	492 	454 	396 	311 	370 	566 	618 	715 	895 	790 	564 	818 
THS_T,GT14,HU	1210 	1459 	1497 	1651 	684 	685 	852 	882 	840 	815 	714 	848 	2147 	1354 	745 
THS_T,GT14,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT14,IT	1417 	1462 	1348 	1467 	1549 	1626 	1734 	1507 	1523 	: c	1894 	1877 	: c	2128 	: c
THS_T,GT14,LT	498 	622 	571 	509 	415 	281 	218 	219 	261 	246 	369 	406 	383 	260 	455 
THS_T,GT14,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	1020 	1018 	: 	: 	: 	: 
THS_T,GT14,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT14,ME	: 	: 	56 	75 	46 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT14,MK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 
THS_T,GT14,NL	101 	114 	100 	93 	92 	56 	127 	356 	316 	442 	356 	: c	: c	632 	1282 
THS_T,GT14,NO	19 	21 	13 	11 	12 	12 	8 	7 	13 	15 	12 	0 	0 	0 	0 
THS_T,GT14,PL	3104 	3239 	2890 	2770 	3277 	3682 	3308 	3317 	2919 	3768 	4053 	4861 	4351 	3993 	5293 
THS_T,GT14,PT	260 	299 	278 	275 	193 	239 	274 	320 	255 	170 	111 	125 	96 	68 	70 
THS_T,GT14,RO	841 	633 	739 	1107 	914 	979 	840 	590 	811 	875 	922 	1192 	1150 	968 	2026 
THS_T,GT14,SE	: c	1705 	1711 	1530 	1713 	1638 	1604 	1557 	1549 	1431 	1124 	1655 	1596 	1335 	1664 
THS_T,GT14,SI	715 	802 	698 	818 	899 	999 	824 	743 	833 	943 	1092 	1250 	1057 	664 	1141 
THS_T,GT14,SK	1223 	1524 	1550 	1907 	1921 	2074 	1722 	1633 	1661 	1911 	2049 	1791 	1641 	1343 	1929 
THS_T,GT14,TR	428 	429 	119 	114 	196 	193 	178 	164 	214 	218 	153 	225 	66 	0 	0 
THS_T,GT14,UK	: 	: 	: 	2615 	2140 	1807 	1828 	2798 	7138 	7902 	3565 	1846 	4038 	3950 	1394 
THS_T,GT15,AT	0 	0 	0 	0 	5 	26 	25 	22 	24 	20 	31 	38 	34 	28 	: c
THS_T,GT15,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	0 	0 	0 	0 
THS_T,GT15,BG	382 	0 	68 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,CH	2346 	2388 	2651 	2599 	2758 	2778 	2771 	2498 	2430 	2150 	1812 	1884 	2390 	0 	0 
THS_T,GT15,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,DE	0 	: 	: 	: 	: 	: 	: 	49 	: 	: 	: 	: 	0 	0 	0 
THS_T,GT15,DK	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT15,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,HU	0 	: 	: 	: 	: 	0 	: 	: 	: 	: 	0 	: 	0 	0 	973 
THS_T,GT15,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,IT	: c	0 	0 	: c	: c	: c	: c	0 	0 	0 	0 	0 	: c	0 	: c
THS_T,GT15,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT15,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT15,MK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 
THS_T,GT15,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: c	: c	0 	0 
THS_T,GT15,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,PL	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,SE	: c	221 	227 	234 	260 	247 	243 	233 	247 	238 	227 	234 	208 	247 	248 
THS_T,GT15,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,SK	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT15,UK	: 	: 	: 	206 	211 	238 	226 	240 	502 	441 	516 	520 	112 	0 	0 
THS_T,GT16,AT	1597 	1683 	1069 	1201 	1148 	1161 	1090 	839 	868 	951 	1955 	1973 	1869 	1163 	: c
THS_T,GT16,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	622 	690 	543 	1124 
THS_T,GT16,BG	40 	220 	154 	36 	39 	35 	51 	36 	23 	47 	38 	48 	66 	66 	103 
THS_T,GT16,CH	440 	420 	543 	526 	539 	608 	614 	1311 	650 	680 	776 	918 	1024 	648 	706 
THS_T,GT16,CZ	370 	258 	232 	271 	244 	225 	360 	208 	244 	143 	176 	199 	164 	145 	292 
THS_T,GT16,DE	6855 	6915 	5965 	6064 	5402 	4625 	4467 	4215 	4293 	3877 	3428 	3325 	3583 	3069 	3390 
THS_T,GT16,DK	181 	167 	152 	169 	229 	260 	255 	243 	213 	187 	297 	306 	314 	269 	349 
THS_T,GT16,EE	11 	64 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT16,EL	756 	890 	770 	736 	668 	593 	414 	580 	454 	355 	426 	555 	1124 	896 	1061 
THS_T,GT16,ES	535 	571 	2316 	520 	503 	255 	232 	235 	0 	1 	0 	2 	2 	2 	0 
THS_T,GT16,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT16,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	7 	4 	0 
THS_T,GT16,FR	1010 	483 	1240 	1751 	567 	976 	591 	600 	472 	114 	252 	239 	2126 	481 	767 
THS_T,GT16,HR	49 	27 	28 	46 	46 	54 	48 	47 	49 	48 	46 	62 	74 	59 	90 
THS_T,GT16,HU	39 	127 	184 	110 	89 	58 	68 	100 	169 	342 	225 	385 	353 	446 	922 
THS_T,GT16,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT16,IT	694 	872 	713 	783 	818 	820 	1135 	1682 	1717 	: c	1094 	973 	: c	1271 	: c
THS_T,GT16,LT	176 	172 	80 	93 	94 	83 	64 	61 	72 	89 	77 	0 	0 	0 	10 
THS_T,GT16,LU	9 	15 	10 	15 	13 	19 	0 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT16,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT16,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT16,MK	632 	779 	748 	607 	490 	436 	244 	389 	385 	340 	362 	427 	443 	355 	: 
THS_T,GT16,NL	851 	905 	746 	689 	720 	598 	657 	611 	509 	459 	921 	420 	502 	807 	1243 
THS_T,GT16,NO	88 	99 	84 	48 	51 	57 	24 	13 	16 	13 	8 	7 	0 	0 	0 
THS_T,GT16,PL	1370 	1440 	1389 	1348 	1375 	1153 	1016 	841 	751 	750 	845 	650 	405 	358 	534 
THS_T,GT16,PT	16 	41 	38 	29 	10 	228 	242 	241 	2983 	177 	192 	203 	179 	142 	147 
THS_T,GT16,RO	190 	176 	221 	246 	281 	467 	238 	195 	221 	265 	224 	226 	166 	131 	166 
THS_T,GT16,SE	: c	1232 	1197 	1280 	1092 	954 	897 	1023 	1016 	1095 	1187 	1189 	1229 	1169 	1059 
THS_T,GT16,SI	124 	99 	109 	94 	96 	108 	103 	105 	130 	139 	166 	231 	220 	188 	164 
THS_T,GT16,SK	97 	98 	103 	114 	151 	139 	179 	204 	283 	309 	353 	578 	346 	210 	225 
THS_T,GT16,TR	3489 	3538 	3198 	3295 	2909 	3040 	2688 	2667 	2614 	2523 	1620 	1489 	785 	668 	538 
THS_T,GT16,UK	: 	: 	: 	4 	0 	0 	0 	0 	0 	0 	0 	0 	2 	32 	0 
THS_T,GT17,AT	68 	62 	41 	1 	0 	0 	0 	0 	0 	0 	829 	726 	485 	12 	: c
THS_T,GT17,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	0 	0 	0 	0 
THS_T,GT17,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 
THS_T,GT17,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	9 	1 	1 	2 	1 
THS_T,GT17,CZ	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,DE	2 	6 	5 	12 	216 	20 	13 	23 	41 	40 	28 	34 	53 	63 	104 
THS_T,GT17,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,EE	179 	115 	137 	182 	66 	32 	35 	57 	110 	70 	106 	37 	48 	84 	39 
THS_T,GT17,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,ES	0 	2067 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT17,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	6 
THS_T,GT17,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,HU	3922 	4259 	4464 	2380 	0 	2588 	1 	0 	1 	0 	0 	: 	0 	0 	736 
THS_T,GT17,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,IT	188 	159 	116 	118 	17 	2 	0 	: c	: c	: c	0 	0 	: c	0 	: c
THS_T,GT17,LT	28 	8 	17 	5 	5 	6 	4 	35 	84 	91 	100 	80 	81 	79 	6 
THS_T,GT17,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT17,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT17,MK	3 	1 	1 	1 	1 	1 	1 	1 	1 	2 	4 	3 	6 	0 	: 
THS_T,GT17,NL	50 	27 	14 	63 	54 	51 	41 	36 	46 	30 	31 	: c	: c	22 	2 
THS_T,GT17,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,PL	0 	0 	0 	5 	0 	0 	0 	0 	1 	5 	1 	0 	0 	0 	0 
THS_T,GT17,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,RO	3 	3 	7 	16 	22 	21 	17 	22 	36 	32 	40 	60 	43 	20 	15 
THS_T,GT17,SE	: c	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 
THS_T,GT17,SI	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,SK	0 	0 	6 	2 	1 	0 	1 	2 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT17,TR	1 	0 	0 	0 	0 	1 	0 	0 	0 	1 	1 	0 	0 	0 	1 
THS_T,GT17,UK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT18,AT	404 	340 	117 	93 	119 	126 	129 	22 	20 	156 	1627 	1427 	977 	78 	: c
THS_T,GT18,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	7 	8 	6 	3 
THS_T,GT18,BG	1677 	1130 	782 	34 	68 	121 	204 	340 	16 	10 	4 	5 	9 	8 	18 
THS_T,GT18,CH	1673 	1698 	1357 	1307 	1379 	1265 	1201 	1396 	1193 	3110 	3019 	3375 	2753 	2085 	2696 
THS_T,GT18,CZ	148 	172 	216 	18209 	16528 	15384 	15019 	13811 	3546 	2048 	1357 	830 	4 	0 	0 
THS_T,GT18,DE	1330 	3948 	2497 	3675 	1889 	1254 	882 	4713 	2850 	3103 	1965 	2905 	1828 	1240 	1373 
THS_T,GT18,DK	369 	317 	248 	235 	253 	197 	265 	283 	277 	809 	112 	117 	9 	11 	33 
THS_T,GT18,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	45 	29 	22 	20 	32 
THS_T,GT18,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT18,ES	3018 	1556 	912 	1208 	1067 	1115 	791 	819 	1142 	275 	241 	181 	174 	157 	0 
THS_T,GT18,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT18,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT18,FR	5255 	6174 	5850 	6325 	7606 	9060 	5331 	5600 	7684 	6408 	5624 	5789 	1908 	1295 	630 
THS_T,GT18,HR	642 	631 	459 	1 	0 	1 	1 	1 	7 	23 	27 	26 	19 	14 	12 
THS_T,GT18,HU	821 	81 	39 	4247 	1 	4666 	135 	220 	67 	60 	39 	29 	6 	52 	924 
THS_T,GT18,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT18,IT	8667 	7816 	6161 	5943 	10790 	9509 	7649 	4621 	3391 	2058 	178 	139 	: c	160 	: c
THS_T,GT18,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT18,LU	498 	350 	129 	40 	85 	5 	1 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT18,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT18,ME	: 	: 	13 	10 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT18,MK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	4 	7 	: 
THS_T,GT18,NL	3 	3 	4 	3 	6 	66 	87 	154 	97 	87 	43 	: c	: c	58 	55 
THS_T,GT18,NO	5458 	4805 	4355 	4213 	1218 	967 	247 	1377 	788 	1284 	0 	0 	0 	0 	0 
THS_T,GT18,PL	432 	477 	518 	351 	819 	1797 	440 	270 	1137 	808 	677 	336 	37 	5 	16 
THS_T,GT18,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT18,RO	249 	250 	219 	191 	10 	0 	32 	138 	0 	0 	13 	2 	2 	4 	9 
THS_T,GT18,SE	: c	297 	246 	222 	287 	223 	258 	264 	255 	235 	39 	90 	6 	3 	2 
THS_T,GT18,SI	324 	177 	184 	225 	143 	22 	18 	14 	16 	18 	28 	33 	35 	39 	45 
THS_T,GT18,SK	10 	0 	0 	0 	145 	1 	1 	1 	64 	3 	1 	2 	5 	2 	7 
THS_T,GT18,TR	0 	0 	0 	2 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT18,UK	: 	: 	: 	4956 	3946 	15758 	12822 	15573 	4297 	3968 	1735 	1173 	1405 	1309 	0 
THS_T,GT19,AT	44276 	45148 	39759 	41008 	41910 	42809 	39142 	35684 	33951 	29975 	22940 	27443 	27862 	23786 	: c
THS_T,GT19,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	18969 	21030 	16533 	18602 
THS_T,GT19,BG	692 	247 	241 	91 	55 	58 	100 	122 	344 	580 	602 	643 	590 	645 	719 
THS_T,GT19,CH	25591 	26235 	25274 	27262 	27119 	26453 	27390 	27016 	25298 	25461 	21873 	25201 	24012 	23446 	27060 
THS_T,GT19,CZ	29314 	32982 	30447 	14558 	13008 	9817 	8556 	8998 	12171 	11053 	9341 	8983 	8355 	6538 	6247 
THS_T,GT19,DE	98450 	96242 	85704 	84087 	80422 	76056 	79460 	77564 	75926 	75119 	69039 	69874 	66240 	57516 	67122 
THS_T,GT19,DK	3057 	2028 	3721 	3867 	4334 	4391 	2732 	2283 	2339 	3417 	4707 	4891 	5010 	4467 	3844 
THS_T,GT19,EE	84 	0 	0 	34 	39 	37 	44 	0 	0 	35 	16 	1 	3 	0 	6 
THS_T,GT19,EL	0 	6 	10 	20 	18 	13 	19 	24 	36 	23 	24 	17 	2 	1 	0 
THS_T,GT19,ES	8274 	7705 	6311 	8840 	8164 	7724 	7327 	7463 	8369 	6610 	6296 	5704 	5134 	4527 	5681 
THS_T,GT19,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT19,FI	587 	1 	1 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT19,FR	22204 	24883 	17385 	20338 	18856 	20119 	23581 	23133 	12376 	12821 	13031 	11058 	8769 	9240 	14902 
THS_T,GT19,HR	1380 	1105 	1209 	1321 	1098 	615 	473 	476 	471 	458 	427 	553 	876 	769 	1078 
THS_T,GT19,HU	4903 	4932 	2561 	2784 	4279 	1583 	4686 	4613 	3995 	3931 	4318 	5619 	3872 	3097 	0 
THS_T,GT19,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT19,IT	53876 	53570 	47935 	51645 	48104 	47426 	47865 	41365 	41285 	42305 	43418 	43129 	36771 	35857 	: c
THS_T,GT19,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	35 
THS_T,GT19,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT19,LV	47 	135 	26 	166 	178 	226 	633 	463 	592 	541 	429 	494 	334 	46 	7 
THS_T,GT19,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT19,MK	1 	1 	1 	2 	2 	3 	1 	0 	1 	1 	0 	0 	0 	6 	: 
THS_T,GT19,NL	19763 	18945 	17594 	18263 	19651 	16602 	16836 	15217 	14348 	13368 	12626 	10062 	10569 	13134 	15745 
THS_T,GT19,NO	506 	557 	542 	359 	3762 	4155 	3912 	3893 	4592 	3448 	4984 	4916 	4452 	4563 	4841 
THS_T,GT19,PL	20322 	21056 	17812 	16344 	11674 	10809 	9115 	6824 	6093 	4866 	5417 	4636 	3348 	2453 	3911 
THS_T,GT19,PT	3500 	4440 	4130 	4114 	4540 	3883 	3488 	2957 	11 	2117 	2063 	2178 	1973 	1620 	1750 
THS_T,GT19,RO	2844 	2974 	2108 	2938 	2264 	2257 	844 	1195 	1570 	1651 	1478 	1743 	1469 	1401 	1700 
THS_T,GT19,SE	: c	8598 	8394 	11886 	11187 	8172 	8564 	9196 	8953 	7938 	9865 	10074 	9341 	8504 	8770 
THS_T,GT19,SI	4740 	4875 	4753 	5222 	5185 	4901 	4488 	4468 	4521 	4354 	4015 	4051 	3807 	3038 	3665 
THS_T,GT19,SK	1183 	679 	906 	930 	991 	1042 	1311 	1423 	2426 	1709 	1586 	1944 	2477 	1779 	2055 
THS_T,GT19,TR	689 	672 	584 	349 	171 	56 	38 	31 	4 	6 	8 	16 	6383 	4868 	5318 
THS_T,GT19,UK	: 	: 	: 	1099 	1421 	3132 	5636 	4334 	4986 	10590 	5990 	2545 	4693 	417 	0 
THS_T,GT20,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: c
THS_T,GT20,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	0 	0 	0 	0 
THS_T,GT20,BG	410 	277 	491 	671 	590 	90 	69 	30 	11 	49 	47 	0 	0 	0 	0 
THS_T,GT20,CH	2903 	3148 	1536 	1611 	1099 	27 	29 	0 	31 	35 	35 	33 	34 	0 	0 
THS_T,GT20,CZ	198 	83 	40 	91 	67 	19 	15 	379 	740 	312 	148 	150 	86 	571 	7695 
THS_T,GT20,DE	2198 	1199 	1467 	1394 	505 	1542 	1582 	1726 	1877 	1957 	1858 	1461 	: 	0 	0 
THS_T,GT20,DK	1 	1 	0 	1 	0 	: 	1564 	1685 	1404 	: 	0 	0 	: 	0 	0 
THS_T,GT20,EE	74 	43 	24 	0 	0 	0 	0 	24 	0 	0 	7 	0 	0 	3 	43 
THS_T,GT20,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	7 	4 	3 
